memType,storyIx,sentIx,sent,majorBin,expectedBin,eventOrNot
imagined,2,11,If it wasn't so expensive I would probably eat there every night.,0.25,0.125,0.375
imagined,2,12,Amy had a great time.,0.375,0.25,0.5
imagined,2,13,After the dinner everyone was going home but I was still pretty awake and wasn't looking forward to sitting at home.,0.5,0.125,0.5
imagined,2,14,My other friend James said he was going home to watch Zootopia.,0.125,0.25,0.375
imagined,2,15,He asked if I wanted to join him.,0.375,0.25,0.5
imagined,2,16,It was pretty late but I have known James for a long time so I trusted him to keep me safe late at night.,0.25,0.25,0.375
imagined,2,17,We drove to his house and relaxed on the couch and watched Zootopia until It was time for me to go home.,0.5,0.25,0.75
imagined,1,0,"Dear Diary, Today was a great day!",0.625,0.125,0.625
imagined,1,1,I am always nervous when I get reviewed at work.,0.25,0.5,0.5
imagined,1,3,I knew everyone was getting their projects reviewed.,0.125,0.375,0.375
imagined,1,5,That meant that the winner would be in charge of a team leading the project.,0.125,0.25,0.25
imagined,1,6,I wanted this very badly.,0.25,0.125,0.375
imagined,1,8,The boss brought everyone in the conference room to announce the results.,0.25,0.75,0.75
imagined,1,14,I can't wait to share the news with my family!,0.125,0.25,0.25
imagined,3,0,I went for my follow-up appointment in October.,0.375,0.875,0.875
imagined,3,1,I received the best news that I could have hoped for.,0.625,0.25,0.625
imagined,3,2,I am all good and cancer free!,0.875,0.25,1.0
imagined,3,3,This has been a rollercoaster of a year.,0.375,0.125,0.5
imagined,3,4,I have been able to relax and enjoy the holidays with my family knowing that I'm not going to be leaving them any time soon.,0.25,0.5,0.625
imagined,3,5,"Well, I know that anything could happen but at least it's not that!",0.125,0.125,0.25
imagined,3,6,I am so glad that I went for that exam last spring.,0.25,0.375,0.5
imagined,3,7,I can't imagine how this would have gone had the cancer not been found when it was.,0.25,0.375,0.375
imagined,3,8,I have so many plans for the future now.,0.375,0.5,0.625
imagined,3,9,I feel like I had been taking so many things for granted.,0.25,0.375,0.5
imagined,3,10,I want to follow through on all those things that I just never made time for.,0.125,0.5,0.5
imagined,3,11,It's amazing how a scare like this can change your perspective.,0.125,0.25,0.25
imagined,3,13,Sometimes I get really upset thinking what would have happened if my PSA results had not been good.,0.125,0.125,0.125
imagined,3,14,I'm also grateful that I have such great health insurance.,0.25,0.25,0.25
imagined,3,15,It is such a privilege that this scare didn't also bankrupt us.,0.125,0.125,0.125
imagined,3,16,I am relieved that my treatment didn't put us in debt.,0.25,0.25,0.25
imagined,3,0,"Two months ago, my daughter invited me over for Father's Day.",0.875,0.625,0.875
imagined,3,1,I was pretty excited because it was also my grandson's 5th birthday that day.,0.625,0.5,0.75
imagined,3,2,The whole family came over to her house.,0.5,0.625,0.875
imagined,3,3,The weather was perfect with a slight breeze.,0.25,0.25,0.375
imagined,3,4,"My son in law barbecued chicken, burgers, and hot dogs for everyone.",0.5,0.375,0.75
imagined,3,5,Most of the family that attended brought side dishes.,0.25,0.375,0.625
imagined,3,6,Two cakes were presented after lunch.,0.25,0.5,0.625
imagined,3,7,One said Happy Father's Day and the other was Happy Birthday.,0.375,0.375,0.5
imagined,3,8,We blew the candles out on each together and laughed.,0.25,0.25,0.5
imagined,3,9,I had an amazing time watching my grandson open his gifts.,0.5,0.25,0.625
imagined,3,10,It never fails to amaze me the delight in a young child's eyes.,0.375,0.25,0.5
imagined,3,11,"When evening hit, I knew it was time for me to get home before it got too dark out.",0.375,0.125,0.5
imagined,3,12,I hugged everyone.,0.25,0.375,0.625
imagined,3,13,"When I said goodbye to my grandson, I thanked him for sharing his special day with me.",0.375,0.375,0.625
imagined,3,14,I wouldn't change this day for the world.,0.25,0.25,0.375
