memType,storyIx,sentIx,sent,majorBin,expectedBin,eventOrNot
recalled,3,12,"The next day, as we made our deliveries, I watched my daughter's face with as much fascination as I watched the faces of our homeless friends as they opened their eggs.",0.75,0.5,0.875
retold,2,0,My family and I work with a charity to deliver food to the homeless one weekend a month.,0.5,0.25,0.625
retold,2,2,I wanted to do something special for the homeless.,0.375,0.25,0.625
retold,2,5,She didn't return downstairs.,0.375,0.25,0.5
retold,2,7,"A little while later though, she came downstairs with an idea.",0.75,0.25,0.875
retold,2,8,She suggested we fill plastic eggs with chocolates and deliver them with food to the homeless.,0.375,0.125,0.5
retold,2,12,I remember that she became teary eyed as she saw the delight on the homeless people's faces as they found the chocolates.,0.75,0.125,0.75
imagined,1,0,"Two months ago, I went to a family reunion.",0.875,0.5,0.875
imagined,1,1,I had a blast meeting my family.,0.5,0.25,0.625
imagined,1,8,We all got together to perform karaoke.,0.5,0.375,0.875
imagined,1,9,"Most of the people were drunk, so they didn't mind singing.",0.5,0.25,0.5
imagined,1,10,I almost fell over while singing.,0.5,0.25,0.75
imagined,1,11,I was too drunk to sing.,0.5,0.0,0.5
imagined,1,12,I had to sit down for the rest of the day.,0.5,0.0,0.5
imagined,1,13,I still had a ton of fun at the reunion.,0.375,0.125,0.375
imagined,1,14,I went home with some great memories of the event.,0.25,0.125,0.375
imagined,1,15,It was a great time.,0.25,0.125,0.375
recalled,2,0,"In June, I went to a family reunion.",0.75,0.5,0.875
recalled,2,1,It was held at the home of my cousin's former husband in New Jersey.,0.375,0.125,0.5
recalled,2,4,"This involved taking the subway to Port Authority in Manhattan, then a bus to New Jersey, then calling my cousin on arrival to have someone pick us up.",0.375,0.125,0.5
recalled,2,5,The whole trip should have take a couple of hours.,0.25,0.125,0.375
recalled,2,7,We left the house in ample time to catch the bus suggested by the app.,0.25,0.125,0.375
recalled,2,9,"I found out that the host of the party said we should take a different bus, which was a route run by a different bus company.",0.625,0.375,0.875
recalled,2,10,"Naturally, this ran on a different schedule.",0.5,0.0,0.5
recalled,2,11,"When we arrived at the terminal, we found we'd have to wait an hour for our bus.",0.5,0.25,0.75
recalled,2,12,"When we finally got on the bus, we were relieved, and figured we see everyone in about an hour's time.",0.375,0.25,0.5
recalled,2,13,Were we mistaken!,0.625,0.125,0.75
recalled,2,14,We hit one of the worst traffic jams I have ever encountered.,0.875,0.125,0.875
recalled,2,15,The trip took well over two hours.,0.5,0.25,0.625
recalled,2,16,"By the time we arrived, some of the guests were already leaving.",0.625,0.25,0.75
recalled,2,17,The best part of the whole party was that one of my cousins had come all the way from Massachusetts.,0.5,0.375,0.625
recalled,2,18,She had told me about a year ago that she loves coconut flan.,0.375,0.125,0.5
recalled,2,20,She was so surprised and pleased that she cried.,0.625,0.125,0.75
recalled,2,22,I felt the long trip had been worth the effort.,0.375,0.125,0.375
retold,3,0,My cousins organized a family reunion this June.,0.875,0.375,0.875
retold,3,5,"First, we planned on taking a bus that we did not realize does not run frequently on the weekend.",0.5,0.0,0.5
retold,3,7,We missed that bus by a few minutes.,0.875,0.0,0.875
retold,3,8,"When we finally got on the bus, we ran into one of the worst traffic jams I have ever encountered.",1.0,0.125,1.0
retold,3,9,It took us hours to get to the party.,0.625,0.125,0.625
retold,3,12,"Therefore, I made that to bring to the reunion.",0.375,0.125,0.5
retold,3,13,We did not tell her that that's what we were bringing.,0.375,0.125,0.5
retold,3,14,"It came out really well, and she loved did, as did her Cuban-born husband.",0.375,0.125,0.5
retold,3,15,I felt the whole long boring trip was worth the effort when I saw how happy it made her that I had thought of her and made one of her favorite dishes.,0.375,0.125,0.5
imagined,2,1,"Two weeks ago, I got a promotion.",0.875,0.25,0.875
imagined,2,2,"This promotion I had been waiting and hoping for, for the last year.",0.25,0.125,0.25
imagined,2,4,"It was an unexpected early promotion as I was not supposed to get promoted until September, instead I got promoted in July.",0.5,0.0,0.5
imagined,2,5,It really came to a surprise to me that I got the promotion so early.,0.5,0.0,0.5
imagined,2,8,"I am very pleased with my work ethic, I enjoy this company a lot and think that I can bring new and fresh ideas to this company as well as be a great manager.",0.125,0.0,0.125
recalled,1,0,The event that recently happened to me was that I received a promotion at work.,0.75,0.5,0.875
recalled,1,1,I was actually promoted earlier than I was supposed to be.,0.875,0.0,0.875
recalled,1,2,"I was supposed to be promoted in September of 2019, but instead, I was promoted starting in July of 2019.",0.125,0.0,0.125
recalled,1,5,It was a normal day when it first happened.,0.125,0.0,0.125
recalled,1,6,"I was doing cases, when my supervisor called me into her office.",0.5,0.125,0.625
recalled,1,9,"Instead, I was greeted by her telling me what a great job I've been doing.",0.5,0.25,0.75
recalled,1,10,"She told me that she put in for early promotion for me, and it was approved instantly.",0.625,0.0,0.625
recalled,1,12,"I also love that I was able to get promoted so early, and I also heard that nobody in a long time has been promoted early like I have.",0.125,0.0,0.125
recalled,1,14,Even people I don't really talk to that much.,0.375,0.0,0.375
imagined,1,1,I was having a good time that day I ended up going out to eat twice and I went shopping a few times as well.,0.375,0.25,0.625
imagined,1,5,It was during my last trip to the store that night.,0.375,0.0,0.375
imagined,1,7,During my time at Target I ended up running into someone I used to know.,0.625,0.25,0.875
imagined,1,12,we had a nice little conversation at the time we met at target.,0.375,0.25,0.5
imagined,1,13,after all was said and done we hugged and talked some more and eventually came to the decision that we would talk to each other again.,0.375,0.25,0.625
recalled,3,1,I was celebrating in different ways with family and friends for the most of the day but the last place I expected to be by the end of the night was a Target.,0.625,0.375,0.875
recalled,3,2,There's this girl I've known for about 13 years now.,0.375,0.25,0.5
recalled,3,3,"During those 13 years we would date, break up, date, break up.",0.25,0.125,0.375
recalled,3,4,"Eventually, the last time it happened, we stopped talking for the longest time period and to me it was like we both finally got the point that it wouldn't work out.",0.375,0.25,0.5
recalled,3,5,"This night, someone wanted to stop really quickly at Target because they needed something to drink and another person wanted to grab something for their phone.",0.625,0.375,0.75
recalled,3,6,I break off alone and walk through the store to find something in particular and this familiar voice calls my name.,0.5,0.25,0.625
recalled,3,7,I'm terrified and happy at the same time when I hear it because I know it's her.,0.375,0.25,0.625
recalled,3,8,I think of all of the pain and heartbreak associated with her and how much I despised her after we stopped talking three years before.,0.625,0.125,0.625
recalled,3,9,"Yet, there she was, saying my name in the gentle yet comforting way she always did and smiling at me like I was something to be proud of.",0.5,0.0,0.5
recalled,3,10,"We walked towards each other, stunned, and embraced one another.",0.5,0.25,0.625
recalled,3,11,"For what seemed like ages, we just held each other and didn't say anything.",0.375,0.125,0.5
recalled,3,12,"Finally, after two minutes or so she whispered in my ear, 'I miss you'.",0.5,0.375,0.75
recalled,3,14,She told me how awful her life had been going and expressed how she wanted to end it all.,0.75,0.125,0.75
recalled,3,15,"By the end of it all, I unblocked her from my phone and saw older texts flood in.",0.75,0.25,0.875
recalled,3,16,I ended up calling her again.,0.5,0.25,0.75
retold,2,1,It was a fun night overall of catching up and enjoying ourselves.,0.5,0.375,0.625
retold,2,7,I stop in an isle and I hear a voice call my name.,0.75,0.25,1.0
retold,2,8,"I froze, caught up in a whirlwind of tons of emotions because I recognized that voice.",0.625,0.125,0.75
retold,2,10,"She looked different, like the happiness had been sucked out of her.",0.375,0.125,0.5
retold,2,13,"Quizzically, she just said my name again.",0.25,0.125,0.375
imagined,2,0,"Dear Diary, I finally have time to write something down.",0.625,0.375,0.75
imagined,2,1,I've been dealing with a lot lately.,0.375,0.125,0.375
imagined,2,2,The other day my wife had a back spasm.,0.875,0.25,0.875
imagined,2,3,I wasn't home at the time but she had went to the emergency room.,1.0,0.375,1.0
imagined,2,4,Helping her with her recovery is rather challenging.,0.5,0.25,0.625
imagined,2,5,It's going to be weeks until shes okay again.,0.5,0.125,0.5
imagined,2,6,She cant walk.,0.5,0.375,0.75
imagined,2,8,We had to spend all of our savings.,0.625,0.125,0.625
imagined,2,9,Luckily because of our daughter at home I'm still able to go to work.,0.5,0.125,0.5
imagined,2,10,If it wasn't for her I'd have to stay home to help my wife with daily activities.,0.25,0.0,0.25
imagined,2,13,I'm glad my wife is doing better than the day she had the spasm.,0.5,0.25,0.5
recalled,3,0,My event of choice happened a few months ago.,0.75,0.125,0.75
recalled,3,1,My wife had been having back spasm issues from time to time.,0.75,0.375,0.875
recalled,3,2,"We tried to get state medicaid to cover home care for the problem, but they required her to go to a doctor, which she was not able to do with her condition.",0.75,0.25,0.875
recalled,3,3,"Finally, the problem got so severe that she had a major back spasm that would not relent.",0.75,0.625,1.0
recalled,3,4,"As we had no car, I had to call 911 to get an ambulance to take her to the ER.",0.75,0.375,0.875
recalled,3,5,"There, they verified it was a back spasm related to her herniated disc.",0.5,0.375,0.5
recalled,3,8,"I had to maintain my stress level, as I have high blood pressure, and call to get her treated.",0.5,0.375,0.625
recalled,3,11,"It was not easy, but they did finally get her on good meds, a back shot, and therapy...back at the ER that would not allowed to treat us at the start without all of this run around.",0.625,0.25,0.75
recalled,3,12,The event and following weeks put much financial and emotional strain on us.,0.625,0.5,0.625
recalled,3,13,"It disrupted our ability to earn money, as we had increased bills.",0.5,0.375,0.625
recalled,3,14,"However, it is good to know what the problem was.",0.25,0.125,0.375
recalled,3,15,Only recently have things approximated the old days.,0.25,0.0,0.25
retold,1,0,My wife had a back spasm in which she was unable to move and was in severe pain.,1.0,0.125,1.0
retold,1,1,This was a long tern event that had been building and had been getting worse and worse.,0.5,0.25,0.5
retold,1,3,"However, they would not approved such a doctor, without seeing her PCP first.",0.75,0.25,1.0
retold,1,4,"I called 911, and the ambulance took her to the ER, where they gave her meds, which helped the back.",0.625,0.5,1.0
retold,1,5,They also gave her enough meds to get her to the PCP to be seen.,0.5,0.25,0.625
retold,1,6,"However, the PCP needed to send her for a referral for her MRI test.",0.375,0.125,0.5
retold,1,7,"At first, Soonercare denied the MRI.",0.875,0.25,0.875
retold,1,10,"Then, they scheduled another place for the back shot.",0.5,0.25,0.5
retold,1,11,"After many trips and different places, she was able to get around a little bit.",0.375,0.25,0.625
retold,1,12,"It was very frustrating and financially difficult for us, as she provides a lot of family income.",0.5,0.125,0.5
retold,1,13,"It is still not fixed, as she cannot get approved for a survery, even though they see the problem.",0.375,0.125,0.5
retold,1,14,"Her therapy appointments are used up, too.",0.375,0.25,0.5
imagined,1,0,"About three months ago after a long ongoing search, I found something of value to me.",0.875,0.375,1.0
imagined,1,1,This was the home of my dreams!,0.375,0.125,0.375
imagined,1,4,It was a long and gruelly process but sometimes the things that take the longest to transpire are worth the wait.,0.125,0.0,0.125
imagined,1,5,One of the most interesting things that happened during the search was the most memorable ever for me.,0.625,0.125,0.625
imagined,1,6,This was when I met my long time friend from years ago again.,0.5,0.125,0.625
imagined,1,9,"He and I went to High School together, when we met again he told me about a house that was up for sale after meeting him again in a grocery store.",0.375,0.0,0.375
imagined,1,13,Not only that but I have rekindled a good friendship that might turn out to be something more.,0.25,0.125,0.25
recalled,3,1,About three months ago something amazing happened to me.,0.625,0.0,0.625
recalled,3,2,I bought my first home!,0.625,0.5,0.625
recalled,3,10,This turned out to be the one.,0.5,0.125,0.5
recalled,3,11,It was everything I wanted and dreamed of when I first started the process of buying a home.,0.25,0.0,0.25
retold,2,0,After years of saving and waiting I was finally ready to buy my first home.,0.875,0.625,0.875
retold,2,6,The last house on my viewing list was the one!,0.5,0.125,0.5
retold,2,7,It was perfect for me.,0.125,0.0,0.125
retold,2,9,There were a few things that needed to be done and a few things that needed updating but the house was exactly what I was looking for.,0.125,0.0,0.125
imagined,2,0,I worked so hard for this promotion.,0.75,0.625,0.75
imagined,2,1,But I didn't expect that I would be working even harder after.,0.625,0.125,0.625
imagined,2,2,It also requires I move to another state.,0.875,0.125,1.0
imagined,2,3,This was five months ago and wow!,0.375,0.0,0.375
imagined,2,4,It's been quite a ride!,0.25,0.125,0.25
imagined,2,5,I have never lived this far away from my family so it's been scary and hard not having them here to support me.,0.375,0.25,0.375
imagined,2,7,At my age I didn't realize how much I still needed my m'om!,0.25,0.125,0.375
imagined,2,9,"I think I might get a cat from the shelter to keep me company, i spend so much time at the office that I don't have a ton of time alone.",0.25,0.125,0.375
imagined,2,10,It's mainly on weekends when I would be out with friends or having dinner with my parents.,0.25,0.125,0.375
imagined,2,11,I love my new job even though it's so fast paced.,0.25,0.125,0.375
imagined,2,13,I got a nice raise with the promotion and am able to save money at a pace I never thought I could.,0.75,0.25,0.75
imagined,2,14,I should be able to move from my apartment into a house within the next two years.,0.25,0.0,0.25
imagined,2,15,I'm glad I took the promotion even though it required that I move.,0.25,0.0,0.25
imagined,2,16,And I am flirting with my cute neighbor and think he's going to ask me out..,0.375,0.125,0.5
recalled,3,0,I have been working hard and about 5 months ago I was invited to interview for a promotion.,0.875,0.25,1.0
recalled,3,1,It was intimidating to be chosen for this opportunity but I felt ready.,0.375,0.0,0.375
recalled,3,2,I have been with the company for twelve years but this was still a shock.,0.375,0.125,0.5
recalled,3,4,I felt the interview went well and I was excited.,0.5,0.25,0.5
recalled,3,5,When I got the call I still remember being on my bed and I could not smiling.,0.75,0.125,0.75
recalled,3,6,The other scary part was moving.,0.625,0.25,0.75
recalled,3,7,I went away to collage but I lived in the same city I grew up in.,0.5,0.125,0.5
recalled,3,9,There was also a time crunch.,0.5,0.125,0.625
recalled,3,10,I would need to move out of my current house and get a new one within 2 weeks.,0.75,0.125,0.75
recalled,3,11,I did not have time to visit the city before I moved and found an apartment online.,0.25,0.125,0.375
recalled,3,13,What I decided on was close to work but still in a safe neighborhood.,0.5,0.25,0.625
recalled,3,15,I looked at the process as a challenge but also a reward for my hard work.,0.125,0.0,0.125
recalled,3,16,"I am currently still in the position and live in the new city, which means I think about it all the time.",0.125,0.0,0.125
recalled,3,17,Sometimes I think about what it would be like if I stayed but I try not to go that way.,0.25,0.125,0.375
retold,1,0,This move is much different than I thought it would be.,0.5,0.125,0.625
retold,1,1,It has been hard to adjust to a new environment.,0.5,0.125,0.5
retold,1,4,I want to do well but I don't know if I can do it.,0.25,0.125,0.375
retold,1,6,More of what I want to do seems out of reach.,0.375,0.125,0.375
retold,1,7,I am afraid that it was a mistake.,0.375,0.125,0.375
retold,1,8,My life back home was easier.,0.25,0.0,0.25
retold,1,9,It was easier to do the same thing again and again.,0.125,0.0,0.125
retold,1,10,It was easier to have the same places to go and not be too concerned about what to do next.,0.25,0.0,0.25
retold,1,12,I received a raise but not by much.,0.875,0.125,0.875
retold,1,15,The was is not what I expected.,0.25,0.125,0.25
imagined,1,1,He was the best man I have ever met.,0.375,0.125,0.375
imagined,1,2,"Although he was not particularly fond of anniversaries, he was keen on celebrating our ten year anniversary.",0.625,0.25,0.875
imagined,1,3,"Three month ago, we had the best time of our lives (I can say it was sweeter than my wedding itself).",0.75,0.25,0.875
imagined,1,15,My best friend gave a funny speech and everyone laughed their hearts out.,0.75,0.0,0.75
imagined,1,17,I couldn't manage a minute before tears of joy started rolling down my cheeks.,0.5,0.25,0.75
imagined,1,18,I was greatly overwhelmed by how awesome he has been in our first ten years together.,0.125,0.0,0.125
recalled,3,2,We decided to renew our vows in front of friends and family.,1.0,0.25,1.0
recalled,3,3,"We all traveled to Charleston, South Carolina.",0.5,0.375,0.875
recalled,3,7,We had 40 guests from all over the country.,0.375,0.25,0.5
retold,2,0,My husband and I have had a beautiful marriage!,0.5,0.375,0.5
retold,2,1,"Our love, bond, and loyalty has only grown with every year of new adventures and exciting times.",0.25,0.0,0.25
retold,2,6,We were proud of our journey and relationship and wanted to celebrate the enormous milestone of ten years of a healthy and happy marriage.,0.375,0.125,0.375
retold,2,7,We decided to renew our vows in front of family and friends.,0.875,0.5,0.875
imagined,3,1,What a place this turned out to be.,0.125,0.0,0.125
imagined,3,2,It was everything that I envisioned the natural beauty of this planet could be.,0.25,0.125,0.25
imagined,3,3,My family went on a trip this summer.,0.5,0.375,0.5
retold,1,2,"I think the reason we all enjoyed it so much is because it was something that my parents, myself, and my young children all could enjoy together.",0.125,0.0,0.125
retold,1,9,"The vast rock formations, and huge canyon was amazing.",0.25,0.0,0.25
imagined,3,8,I think the best part of the night was after dinner.,0.375,0.125,0.5
imagined,3,9,We decided to go to her house to drink some coffee.,0.625,0.375,0.875
imagined,3,10,"She has a little dog named Bailey, and he doesn't really like new people.",0.125,0.0,0.125
imagined,3,11,"When my boyfriend sat down on the couch, however, Bailey was immediately taken with him.",0.875,0.125,1.0
imagined,3,12,He probably enjoyed meeting Bailey more than he did my friend!,0.125,0.0,0.125
imagined,3,16,I can see the three of us having a very close friendship together!,0.25,0.0,0.25
recalled,1,1,"I'd known my best friend since we were pre teens, and this was the first time they had met.",0.375,0.25,0.5
recalled,1,8,We ended up seeing a couple people that my friend and I knew.,0.75,0.25,1.0
recalled,1,11,"Afterwards, we went back to my friends house, where my boyfriend fell in love with her dog.",0.75,0.125,0.875
recalled,1,12,"Seeing them interact was adorable, since my dog is a senior and doesn't quite play as much.",0.125,0.0,0.125
retold,2,0,Two months ago my boyfriend and my best friend met for the first time.,0.875,0.625,1.0
retold,2,11,"Some mutual friends showed up at the restaurant, and we had a brief conversation with them before heading to her house.",0.875,0.0,0.875
retold,2,14,"Overall, we had a wonderful time, and I'm sure that my significant other made a good lasting impression on a very important friend of mine.",0.25,0.125,0.25
imagined,1,0,My brother came to visit me last month.,0.625,0.375,0.875
imagined,1,1,"We live in the same state, but hours away from each other so we don't get to see each other as often as we'd like.",0.375,0.125,0.375
imagined,1,2,"Life just gets in the way sometimes, especially as an adult.",0.125,0.0,0.125
imagined,1,3,We planned a really fun weekend with my other brother.,0.625,0.125,0.625
imagined,1,6,He arrived early and we started at a brewery near my house.,0.625,0.5,1.0
imagined,1,8,I was surprised how crowded the place was.,0.375,0.25,0.375
imagined,1,12,Everytime we get together laughs are guaranteed.,0.125,0.0,0.125
recalled,3,0,"Last month, my brother came to visit me for his birthday.",0.75,0.5,1.0
recalled,3,1,"I live in a large city, so I invited him because I thought there would be a lot of fun things to do.",0.25,0.125,0.375
recalled,3,3,"His train was a little late, but luckily it wasn't too long of a delay.",0.375,0.125,0.375
recalled,3,6,The next day was my brother's actual birthday.,0.25,0.125,0.375
recalled,3,12,"We were going to take the train, but when we got to the station we saw the line we needed wasn't running, so we had to walk.",0.625,0.25,0.75
recalled,3,14,"We had a nice dinner, but when we left it was pouring rain.",0.625,0.125,0.625
recalled,3,16,"Overall, it was a really fun weekend and I was glad I could spend it with my brother.",0.25,0.125,0.25
retold,2,0,My brother came to visit me for his birthday.,0.75,0.375,1.0
retold,2,4,We went to Navy pier and walked around.,0.625,0.25,0.875
retold,2,5,We also rode the ferris wheel.,0.5,0.375,0.875
retold,2,6,He also decided he wanted to go to the planetarium.,0.5,0.375,0.875
retold,2,10,On the way back it was raining and we didn't have an umbrella.,0.625,0.25,0.875
imagined,3,0,Recently I was playing in a local basketball tournament with my team.,0.75,0.375,0.875
imagined,3,1,We won the first two games easily without much trouble.,0.625,0.25,0.875
imagined,3,2,Then we faced the toughest team in the city in the finals.,0.75,0.375,0.875
imagined,3,3,"Despite having a nice lead at half time, we struggled in the second half.",0.75,0.125,0.875
imagined,3,4,"The game came down to the final few minutes, where we led by a mere one point.",0.5,0.375,0.75
imagined,3,5,"In an effort to grab a rebound and give us a nice advantage, I was fouled extremely hard and came down badly on my knee.",1.0,0.125,1.0
imagined,3,6,Right away I knew it was bad.,0.625,0.25,0.625
imagined,3,9,"Unfortunately we did not have the size on our bench to replace my height, and it cost us the chance for the championship.",1.0,0.5,1.0
imagined,3,11,"After the game I went to the hospital and they immediately told me I had ruptured a ligament, and would not be able to do much of anything for a while.",0.875,0.125,0.875
imagined,3,12,"Thankfully I had surgery quickly, but was unable to walk for a few weeks which was quite frustrating.",0.75,0.375,0.875
imagined,3,13,"My main goal however, is to get back to full health in time for next year's big tournament.",0.25,0.0,0.25
imagined,3,14,I think we are more than capable of winning next year if we set our minds to it and can stay healthy!,0.25,0.125,0.25
recalled,1,0,A couple months ago during summer I was playing basketball in a tournament.,0.75,0.375,0.875
recalled,1,1,We were doing pretty well in the tournament and had already won several game.,0.75,0.5,0.875
recalled,1,4,I remember it was like the 3rd or 4th game when something bad happened.,0.625,0.0,0.625
recalled,1,5,The other team missed a shot and someone on my team got the rebound.,0.625,0.25,0.875
recalled,1,6,I started running towards my basket and my teammate threw me the ball.,0.75,0.25,0.875
recalled,1,8,Shortly after I caught the ball I noticed someone on the opposite team running towards me.,0.5,0.375,0.75
recalled,1,9,The player was a little taller than me so I knew I had to adjust my shot a bit.,0.375,0.25,0.5
recalled,1,10,"I went up for a lay up with my right hand to fake my opponent, then tried to finish with my left.",0.625,0.125,0.75
recalled,1,11,During the shot I had to adjust my body in a weird angle in the air so that I wouldn't get my shot blocked.,0.375,0.25,0.625
recalled,1,12,Because of this I came down really hard on my right knee.,0.875,0.125,0.875
recalled,1,13,I don't know if it was the angle I landed on or what but I felt a huge strain in my knee as soon as I landed.,0.625,0.25,0.75
recalled,1,14,I sat at the rest of the game and had to walk with a limp for the rest of the day.,0.5,0.375,0.75
recalled,1,15,I later on went to the doctor to check it out and found out I ruptured a ligament in my knee.,0.75,0.25,0.875
recalled,1,16,I had to get surgery to repair it and couldn't walk again for a couple of weeks.,0.625,0.25,0.75
retold,2,0,I recently had surgery for my knee injury.,0.75,0.625,1.0
retold,2,1,"Surgery went well, but the doctor found the injury was worse than expected.",0.875,0.125,0.875
retold,2,3,It also turns out the recovery is way longer than expected.,1.0,0.125,1.0
retold,2,5,"However, that wasn't true.",0.5,0.125,0.5
retold,2,6,It turns out that this will be a 3-6 months recovery process.,0.625,0.125,0.625
retold,2,8,I still can't fully bend my knee back past 90 degrees.,0.5,0.375,0.75
retold,2,9,And I still experience a lot of pain.,0.625,0.5,0.75
retold,2,11,I am required to wear a knee brace all the time.,0.625,0.5,0.75
retold,2,13,All in all right now this wasn't looking like the best idea.,0.375,0.0,0.375
imagined,2,1,"Not only did we happen to attend the same church, we also share the same birth month.",0.125,0.0,0.125
imagined,2,2,I didn't know until it was our last year in high school.,0.5,0.125,0.5
imagined,2,3,We share so much in common.,0.125,0.0,0.125
imagined,2,5,We had planned to attend the same college and even study the same course.,0.25,0.0,0.25
imagined,2,8,Her relatives from Germany were also in attendance.,0.25,0.125,0.375
imagined,2,13,"As she mentioned friends, I was happy she has finally recognized us as part of his college journey.",0.375,0.25,0.5
imagined,2,14,I didn't expect it when she mentioned how I have been a source of inspiration to her and about how I have been hardwired with the will to go on.,0.875,0.125,0.875
imagined,2,15,I was moved to tears while she talked about me.,0.625,0.125,0.625
imagined,2,16,It was an overwhelming and inspirational experience for me and it made me realize who I am and what I am made of.,0.375,0.125,0.375
recalled,3,0,"In May, my best friend graduated from medical school.",1.0,0.75,1.0
recalled,3,3,I wanted to attend her graduation but it coincided with my younger brother's high school graduation so I couldn't go.,0.625,0.375,0.75
recalled,3,4,She did invite me to her graduation party though.,0.5,0.125,0.625
recalled,3,8,There must have been at least one hundred people there.,0.5,0.25,0.625
recalled,3,9,I got to catch up with some other classmates from high school who I hadn't seen in a while too.,0.625,0.375,1.0
recalled,3,12,"Unexpectedly, she talked about me in her speech and my own accomplishments.",0.875,0.25,1.0
recalled,3,13,She told a room full of people about proud she was of me.,0.5,0.25,0.625
recalled,3,14,I had no idea beforehand she was going to say this.,0.25,0.125,0.25
recalled,3,15,I wasn't really sure what to do in the moment.,0.25,0.125,0.25
retold,1,0,"In May, one of my close friends from high school graduated from medical school.",1.0,0.625,1.0
retold,1,1,I originally wanted to attend the ceremony but I had to go out of town for my brother's graduation.,0.625,0.375,0.875
retold,1,3,When I got to the party I saw some classmates that I hadn't seen for many years.,0.625,0.375,1.0
retold,1,5,I didn't realize how fancy or big the party was going to be.,0.25,0.0,0.25
retold,1,6,Everyone was dressed up and my friend's relatives from Africa were all arriving.,0.5,0.125,0.5
retold,1,7,"Clearly, it was a really big deal.",0.25,0.0,0.25
retold,1,9,I was really happy I could be there for my friend.,0.125,0.0,0.125
retold,1,10,"Finally after a few hours, people began making speeches.",0.5,0.25,0.625
retold,1,11,"This included my friend's father, a Cameroonian uncle/preacher, and my friend herself.",0.25,0.125,0.25
retold,1,12,"During her speech, she highlighted her relative's recent accomplishments including getting into pharmacy school and their own graduations.",0.375,0.25,0.625
retold,1,13,Then she started talking about me!,0.625,0.25,0.875
retold,1,14,I thought it was going to be family only but then I heard my name.,0.25,0.0,0.25
retold,1,15,"I was not expecting to have the spotlight on me, no matter how briefly, in front of nearly a hundred people.",0.5,0.125,0.5
retold,1,17,I was very happy to hear that my friend would include me in her special moment.,0.375,0.125,0.375
imagined,2,2,"I was out and about on my day off, when by complete chance I got a craving for a candy bar.",0.75,0.375,1.0
imagined,2,5,"It was then, in the flour aisle, where I ran into her.",0.75,0.125,0.75
imagined,2,6,"She seemed an ordinary older woman, no different than an average elderly person.",0.125,0.0,0.125
imagined,2,7,"However, she looked strikingly similar to my mother.",0.75,0.125,0.75
imagined,2,9,"She was a very interesting woman, and surprisingly, she wasn't taken aback by anything I said.",0.625,0.125,0.75
imagined,2,10,I told her that I thought she might be related to me.,0.375,0.25,0.625
imagined,2,11,"I told her my own name, my mother's name, and even some extended family's names.",0.375,0.25,0.625
imagined,2,14,We decided to grab a donut and a coffee and chat.,0.75,0.25,0.875
imagined,2,15,It turned out that we actually had quite a bit in common.,0.5,0.125,0.625
recalled,1,6,I told her i would drop my things off at home and come back to help her carry some things.,0.375,0.25,0.625
recalled,1,11,She wanted to give me a cake she had made and i declined.,0.75,0.125,0.75
recalled,1,15,I told her we could go for coffee sometime as a thank you.,0.5,0.375,0.75
recalled,1,19,She's a lovely woman and now we are friends.,0.25,0.125,0.375
retold,3,12,She wanted to give me a cake she had made and i declined.,0.625,0.125,0.75
retold,3,13,I told her we could go for coffee sometime as a thank you.,0.375,0.25,0.625
retold,3,17,She's a lovely woman and now we are friends.,0.5,0.25,0.75
imagined,3,0,“Julie and the girls at Jet Set Getaways have planned two unforgettable trips to Italy for me and my family.,0.75,0.5,0.875
imagined,3,3,"Our cooking class in Florence in Meri’s Tuscan kitchen was a highlight topped off with a full day boat tour along the Sorrento Coast, Capri Island, and Nero Bay with Giovanni and having lunch at Conca Del Sogno on our last day.",0.625,0.375,0.875
imagined,3,4,It’s truly an experience we will never forget.,0.25,0.0,0.25
imagined,3,6,Outstanding on every level.,0.25,0.125,0.25
imagined,3,8,Julie and company are true professionals and far exceed any and all expectations.,0.25,0.125,0.25
imagined,3,9,I cannot recommend high enough.,0.375,0.125,0.375
imagined,3,11,Do yourself a favor - retain the outstanding services of Jet Set Getaways and I guarantee you will be impressed.,0.25,0.125,0.375
imagined,3,14,When booking with JSG each of these elements has always been met & often exceeded.,0.125,0.0,0.125
imagined,3,18,"Additionally, to our surprise, we receive a hand written letter with welcome treats & wine at each hotel!",0.75,0.125,0.75
imagined,3,19,It was incredible to walk in our room & feel so special.,0.25,0.0,0.25
imagined,3,22,I would highly recommend putting your trust in the JSG team to plan your next vacation!,0.125,0.0,0.125
recalled,2,0,My husband got a huge bonus sent to him in the mail as a check.,1.0,0.0,1.0
recalled,2,1,We both look at each other and smile.,0.375,0.25,0.5
recalled,2,2,"We both knew, we'd be off to Vegas for some fun!",0.75,0.25,0.75
recalled,2,9,"I eventually would win $1,800.",0.75,0.25,0.875
recalled,2,10,The casino takes my picture and I was extremely elated with that.,0.5,0.25,0.75
recalled,2,14,In my situation it was well worth it.,0.125,0.0,0.125
retold,1,0,"Me and my husband woke up one day to an email on his phone that had said 'You have been working hard this past week, I will give you a slight raise on your paycheck.'",1.0,0.125,1.0
retold,1,1,It was his boss.,0.25,0.0,0.25
retold,1,2,"When we looked at how much money we had, we had a lot of extra money.",0.625,0.125,0.75
retold,1,3,We both thought that this was intentional so we decided that the next day we will plan a surprise trip to Las Vegas.,0.75,0.125,0.75
retold,1,4,"We were only going to spend two days there, though I wished it could have been longer.",0.125,0.0,0.125
